Account_ID,Account_number,Account_type,Account_status,Creation_Time,Account_holder_name,Account_holder_email,Account_holder_address,Site_Name,Associated_Network_name,Associated_NID_NUM,Account_user_gender,Account_user_age,Account_user_age_group,Region,City,Creation_Time_Foreign_ID
80031524-912b-4edb-8f74-29497a27b43d,4830490580,individual,inactive,2017-01-08 04:57:31,Deborah Martinez,daniel41@example.org,"580 Burke Gardens
South Gary, NV 37430",chavez.com,ORANGE,53123263-99ee-4203-a6b0-58a8eec78b03,M,37,Late-30s,Far North,Bamenda,60ac25f51e790b441fdaadb240a2d59853ae1bf6e23272f492c135ddf99ed765
e47867a2-09a6-4ca6-b47e-4292ac175517,8034875806,individual,inactive,2015-08-06 08:40:00,Keith Marshall,hallalicia@example.org,"6360 Meyer Ville Apt. 712
Lake Sarahborough, OR 95435",norris-martinez.com,MTN,22dd03b9-b206-4053-bb35-69ba1c3abb01,F,10,Adolescent,Southwest,Bamenda,acb25fe90b6dc1aa307544c8652ed2dffa45b0fbb6baf3e69bb41903bd32d1c8
e3c33095-26fa-4ca6-8bd8-ff3cac42becb,7627529614,business,blocked,2017-10-03 23:23:10,Tamara Lynn,jacobward@example.com,"PSC 9972, Box 1084
APO AP 99845",castro.net,MTN,74157382-f2c9-4273-95cf-8b4c47d73be3,M,11,Adolescent,Adamaoua,Yaounde,691b9941a73d00ebfc55d0bbdffa63ce889d89861c9157f7f0fcbcaf36fe9f95
3411f41a-0cba-4770-948c-b4c73c083b4c,7258221925,business,inactive,2016-01-01 04:51:04,Dawn Long,haley27@example.org,"939 Elizabeth Viaduct Apt. 969
Ashleyfort, WA 30924",velez.com,CAMTEL,72968775-3266-4cc8-a706-e3b155188575,F,73,70s,Littoral,Bertoua,e767c4de3cbd6dba3dfad528562a0687692be5b37d3254cd20e0b6c7be04a786
93b207b2-ca42-4719-a931-e9d1106e02e8,8037016323,business,blocked,2016-02-08 07:00:00,Amy Ingram,sandrasmith@example.org,"1285 Turner Lights
Sharontown, MS 88645",tran-smith.org,ORANGE,b83f34c1-9284-4282-9bc5-344ade48cf5d,F,65,60s,Adamaoua,Ebolowa,da8a75ea5abb7793b6bcb79c664548cdf1d23532c719a2182de0191887135671
aef6d33f-ca14-4640-8bed-21a2d6cfd646,2821706209,individual,active,2016-10-01 04:09:18,Juan Mclaughlin,ryan43@example.org,"331 Emily Islands Suite 200
Huffhaven, MN 68811",finley.biz,ORANGE,9a71cfee-a834-49bc-9ec9-486ad3bced97,F,76,70s,Littoral,Limbe,61c96f5df78ce666a177df2a5ed2c9d30e7025097b04d469293fa16223a514b3
81cfc919-0d32-4832-8cf7-cb14e29d7ecf,7923565022,individual,blocked,2022-03-28 05:12:46,Stacey Hernandez,dholder@example.org,"727 Thomas Trace Apt. 145
Montoyaborough, NM 57665",williams.net,MTN,4c4f6fa4-8e48-4157-920b-e5401824f45d,F,47,40s,East,Douala,7a111aed2a92ea127ac6d030f1995954703962b068daa1d73a7d18ff86c35c7d
60675bf6-9eb7-4f90-8d55-36eea761e0e9,6039208044,individual,blocked,2021-07-22 23:02:35,Katie Wilson,laurieduffy@example.com,"Unit 5836 Box 9617
DPO AA 55688",hamilton-sandoval.info,CAMTEL,fb976859-efec-4a84-839e-d4d201158681,M,35,Mid-30s Adult,South,Douala,2defabf6a803d1ca4bb60db109c7733f56bb6e4f29936944b1f4b78ee10be647
8954f1b7-82fc-4ebc-aaa7-1ce7284da26b,6486433026,individual,blocked,2017-05-16 02:26:03,Crystal Lopez,cruzcarmen@example.net,"174 James Pine
Erinfurt, AZ 77416",rosario-reese.com,ORANGE,b3bf2423-7c98-40e2-acb5-25c27813b6aa,F,69,60s,Northwest,Ngaoundere,6384825f2b88ae0cf1337c80703cc4140a57b802db5da6cb6cb457430a70f3be
c0e54c51-f690-4578-b1cc-15f2d3c191a2,3044635630,individual,blocked,2019-12-20 02:57:21,Lisa Valenzuela,sandovaljennifer@example.net,"43367 Odonnell Forges Suite 158
North Paige, AR 07082",dougherty.com,MTN,29cc19a5-717b-49b9-bb6c-68d5f321abf2,F,28,Late-20s,East,Yaounde,60a47948c0dd18371bca04dc6a724f5e728447db77696575e26c6d35f909d5f4
65b2a89d-a44a-4316-8c06-bcb9059b8775,8946493683,business,blocked,2015-04-23 08:30:29,Wayne Shaw,madisonfrederick@example.com,"1511 Tina Cliffs
Haynesberg, AK 85275",curtis.com,CAMTEL,2e69862b-94cb-4471-ae1c-c5e4b3d151e6,M,51,50s,Far North,Ebolowa,ae15698780e5da70bc800bb8a379ed9c650c0222d215e95baced26c0c6eec1e7
286c90fa-b642-46d4-9d28-219c223bb81c,5506101205,business,blocked,2017-07-24 16:40:39,Robin Lowe,christinalewis@example.org,"19014 Yang Terrace Apt. 837
Martinezside, MI 29350",russell.com,MTN,efa36fa5-be4c-4fc8-9d1c-4b5d4b1413f6,F,85,80s,Adamaoua,Yaounde,110ac347e566a73676db5d09ed94b1d18ed52c62f8b849ecd18dee8012b91c70
d5f14d8e-0fc3-46e9-a49c-6363e5f5a7af,8230510202,business,inactive,2024-05-30 08:21:14,James Yu,christopherperry@example.net,"82846 Armstrong Lodge
Jensenshire, CA 71993",mahoney-davis.biz,ORANGE,459b86d0-f982-4b4f-a4da-47e1607830c5,M,25,Mid-20s,Littoral,Limbe,55e646e1126fdec7049ac981e00bf8bed1ab066ebbf952760658040f1a4ed82d
d05ff4bb-3ea3-445a-8f5c-0a2627f02663,5612756658,individual,inactive,2019-11-30 17:00:43,Debra Yu,edwindunlap@example.net,"9003 Jennifer Ferry
East Stephanie, IL 97303",allen.com,ORANGE,55393f9e-920f-4878-9e2a-37c78003108e,F,98,90s-100s,Adamaoua,Maroua,d419fa880c53c7abbf0c1789ade3c80febf9d6a650b59264c42ac45fa2e3beeb
978be462-036c-4c10-9747-96fddbf0829c,1937524966,individual,inactive,2018-12-19 16:20:08,Sarah Martinez,uprince@example.net,"5802 Michelle Estate
Port James, DC 17743",parker-buck.com,MTN,e823229c-fa5a-4c9b-b7f8-3d8e87fdab52,F,17,Teenager,Central,Ngaoundere,175b5c57cadae2cb63dac5142da1cc0129a2787ab0c00a6e4c213b9a64626739
8ba209e8-57ae-416c-9b41-1c0fdb64502d,8756168464,business,active,2016-02-11 19:56:20,Jodi Peterson,steven40@example.com,"Unit 0271 Box 7252
DPO AE 04296",taylor-diaz.com,CAMTEL,43bf7791-8355-45fd-b54f-5dfe28364672,F,18,Teenager,Northwest,Douala,9f15b9abc3f4c82a24f23991b228fc2b4a8ca225cef8b4504cbae8a798ceb50c
9f19f557-3540-4def-bf40-daa2a900f9ac,2552062910,business,active,2019-04-25 20:13:48,Kyle Li,steven97@example.org,"3475 Cody Rue
West Rebecca, ID 91062",may.com,ORANGE,99ecd442-dd14-41e7-b39a-d70ccd7a8434,F,41,40s,West,Garoua,2f00be010739bad058adeea6667a15bc284b915c48d9d5d3aa31862865da7e4e
13ce778a-14a0-4b5b-9727-6def67ca8671,3752501109,business,active,2024-01-12 17:41:51,Lorraine Potter,andreafisher@example.net,"PSC 9142, Box 2265
APO AE 41579",moyer-moyer.com,MTN,c6d12ac2-06ad-4891-91b0-07842fe3618a,M,93,90s-100s,South,Maroua,c6d9290f901d2ebf878bc6a90db7e9e31d8688c49ec986d6fa70c5d6ffdc2118
fe06d488-f34c-4996-9635-e07607fcac81,5321110251,business,blocked,2019-01-07 18:49:28,Mrs. Taylor Friedman,berrytimothy@example.org,"1727 Taylor Harbors Suite 630
South Stephen, WA 96025",bryant-perry.com,CAMTEL,192fe83a-10a2-42ff-89be-f9919c35a8a2,F,48,40s,Central,Garoua,3e96be5c49fd1d3bfd12813b597fbfa9ecdef8bd6d5a340144b974379f33c0de
7de4a791-532d-436a-91e1-356a28dbd96f,4349690909,business,blocked,2016-04-25 06:03:48,Kristen Wu,nicholas44@example.org,"7590 Rodriguez Meadows Suite 398
Port Andrewburgh, SC 55787",mooney.net,MTN,6788ed03-ffd7-4f3f-b2ff-9e03312be49c,M,13,Teenager,West,Maroua,d34fb71f7ad92feef74fc24d78f93a05c543ba0f0f1da2dd2d19503a8ad434bd
410431bd-6b18-4fa0-a4bd-e9bfd1c18791,2598289834,individual,active,2019-10-13 05:12:37,Stephen Johnson,hammondjeremy@example.org,"7737 Gary Mission Suite 671
Tinahaven, AZ 45578",jimenez.org,MTN,8dc90b4e-0f38-4844-b093-2bb4c6319ce1,F,71,70s,South,Yaounde,b1a6cad1d43536d0419468e0ae9c825820a301cf06e670f1780bbf1bb533519d
066fccbc-61af-45ea-8576-91b2ee6cc47c,3951212227,individual,active,2021-02-02 23:23:11,Daniel Moore,davidmccormick@example.com,"USNS Goodwin
FPO AA 53265",allison-holmes.com,MTN,773f08a3-a116-45a5-adb5-381ad371f3ce,M,10,Adolescent,Far North,Limbe,f2b75c83bd04fe7d61d75a81060d704c5b67fe94c00c8a6840893d2875314ddb
03b63c45-14b4-4da9-b836-40c873142313,4733395977,business,inactive,2015-04-11 10:20:53,Billy Serrano,cohenrebecca@example.com,"63972 Michelle Point
New Kristina, PA 50554",dawson-ellis.biz,MTN,46858e1b-e8e0-4420-b647-8a7a2681a6af,M,42,40s,East,Bamenda,8ced161404a4c63ad6578758fa6de276f497146bc8c809a9656e642d887f6040
2dd7033d-c6b2-4286-9818-0b5edb4f7f8e,8781184308,individual,active,2017-04-20 19:37:13,Patricia Madden,madison06@example.net,"81857 Maria Avenue Apt. 232
North Jesse, KY 87021",gamble.net,ORANGE,7ebe0c92-0cf7-40f0-b08e-0ef66d0f5bc1,M,93,90s-100s,West,Douala,00edc824cdb87afba96c1bb9625efec4bb960049ff32a219eba0fe656a383752
e90fb58d-3a2a-496a-b11b-d9463309b44e,4275799767,business,active,2019-07-10 17:30:29,Philip Thomas,millerjacqueline@example.org,"02831 Molly Walks Suite 967
South Thomas, TN 84713",smith.info,CAMTEL,c525f9f2-6a12-475d-b021-7213bed939fe,F,88,80s,South,Douala,57f65acb80e969d5a06c5fa4cb0ae0a84f4200eafed42cd30e068be04ede1f99
052825cf-4656-4c7b-aaea-18a9e45a1519,9155498588,business,active,2018-06-07 05:34:35,Natasha Combs,smendoza@example.net,"06514 Carter Mills
Mollymouth, FM 47681",chambers-holden.com,CAMTEL,3873f5ef-45d6-49e7-93d1-d19842e0b027,M,46,40s,Central,Douala,77d7852a803a997056b0d92496640c7529f43edeff3fe59c8c57adb03214346c
ec51d729-c3dc-47bc-b1ae-c4d709402014,6038770502,business,blocked,2019-01-26 16:27:28,Jon Pitts,yeseniaknight@example.org,"4249 Garcia Valleys Apt. 812
Lisaside, SD 17330",williamson.com,MTN,c13f9e81-3531-4ad8-8e73-9e81d6e8838d,M,71,70s,North,Limbe,694abb009e4be245a83f80e2af43f866e366f8cc1b55fe5f9d250940b272c26a
8eb9d618-089b-45e6-b49d-2074dd5c4cb8,4780798664,business,inactive,2018-06-01 02:23:52,Luis Mccarty,daniel74@example.net,"USNS Walls
FPO AP 59638",thomas.com,CAMTEL,82db342d-14a8-4f86-bb9c-af34d78c3e4e,M,79,70s,Littoral,Garoua,a4a90c3343820e2f02071290227e97eb9ac52d2c8838ef840348e96b40182b9b
145340ef-39d0-42fc-be14-7e4eb4bb786b,7588407146,business,inactive,2015-06-10 20:24:17,Megan Jimenez,ryanhull@example.com,"355 Bryan Valley
Lake Taylorfort, VT 44766",hayden-mccoy.com,MTN,cfef2fcb-394c-4f63-bcd0-4fba3eefd0fb,F,99,90s-100s,Central,Douala,5ef6b07e40be60ed076800624bd1ba087ef4c91ce53b48679efd77462ece25db
a590713f-9c49-4c77-9a6f-0d7e72d3d078,3305193580,individual,active,2020-07-27 03:05:48,Daniel Combs,ynicholson@example.com,"66432 Fox Branch Apt. 659
Garrettmouth, NC 69577",hawkins.com,CAMTEL,3a7f07d1-6098-4565-ae71-0b488a530269,F,23,Early-20s,Adamaoua,Garoua,7941f303fde418a9b7d0381becdbcef558b90fe8d4152ba65f8553be3ec84ae1
d5f25f4f-933f-45ba-a1e1-cb3b3c485be5,1883088556,business,active,2017-11-06 17:04:41,Patricia Johnson,bowerschristopher@example.org,"3762 Maldonado Circles
Erikaside, PR 57793",russell.com,CAMTEL,ef41ef40-3651-457a-9a95-87f9df8531d9,F,49,40s,Littoral,Bamenda,08b89bb20675ac91d2a9d94881e07d8bfab942ef57dbb6373e3a657988207beb
4cb2499a-c151-41dc-a46b-89f7b7de4b9b,9824994159,business,active,2017-10-30 09:16:42,Angela Hutchinson,atkinsruth@example.org,"Unit 7213 Box 5988
DPO AP 49688",lynch-smith.org,CAMTEL,4d0735ab-bd89-4b86-bd60-ea19ec56dd29,M,92,90s-100s,South,Ngaoundere,b808f861e8276688701411a7044a5fde024eb672c52a4b3952906cdd234acdf3
754dabd0-e01e-4dbe-b910-01eb20bc629b,7443521440,business,blocked,2015-11-07 18:51:54,Brittany Larsen,milespamela@example.org,"24722 Bennett Drive Apt. 610
West Shawn, SC 92650",beasley.net,ORANGE,6bc11c7e-586a-4030-8367-43ad65f6633c,F,34,Mid-30s Adult,Far North,Douala,d426064d446ec2e1de7cb7ff6ddf2bd032c7fb9d6c7f035042c33279952db1b2
