Message_ID,Sender_ID,Receiver_ID,Receiver_Num,Sender_Num,Message_Type,Time,Sender_Name,Receiver_Name,Message_Kind,Content,Region,City,Time_Foreign_ID
f452034b-e76e-437c-80f1-c2bcf23650d5,aeb5e0a4-ef71-4f55-bf2c-833eb17f21cc,9499f1d7-8a19-47d4-af86-5f9faf399911,407-321-2914,001-526-551-3716x221,VoIP,2019-11-19 03:38:44,Adam Blair,Lisa Hubbard,Text,Alone security name. Better deal international live plant. Fear security deal listen.,Southwest,Garoua,001592a847b9c7f460c9c428248a07f0562b3d9a0c419d6a3f81b92254078fc0
0a6b546a-97e4-4256-8b94-7b6baacc74a4,2d09a9a2-c90c-4668-9887-c51323edf7fa,3ae0b773-29d0-4cca-9510-00d875b407c3,779.230.8857x94864,284.862.5099,MMS,2017-04-23 01:00:21,Natalie Howell,Meagan Collins,Image,"Travel identify long together relate poor. Positive voice these far image. He wind important must.
Age sea response produce commercial. Black might management threat.",Northwest,Maroua,12b93e6a559c3e68855ec7ff3e9b48688cd927f2a2bb91f54e0b49dc88f03bd6
91f0df74-b310-428f-920a-357f4a9db5ca,38c4f9be-5072-4c3f-9f2b-e985fcf8ce6b,a9d95ded-3a0c-494c-8a02-ac27457a54cc,+1-779-514-4051x938,608-201-9188,MMS,2024-12-03 23:17:37,Eric Chang,Robert Gibson,Image,"Sport seem suggest as accept score matter of. Expert night approach office visit. Information opportunity minute tree move ten reason.
Close have story.",Far North,Maroua,02c85917cf44d80d222717864a4c386f383a7550a31b11e5aab3fcabd2ba0343
881dcf1e-1945-4204-8ba3-54ba749dfd86,f4ba0eaa-e5eb-4f7d-91c6-f3593ee65657,fb84826f-6442-4100-bdea-2d4d1cf58a01,372-480-1825x606,+1-486-755-4668x65888,SMS,2017-06-16 14:17:35,Victoria Gillespie,Nina Garcia,Image,"Yard say anything page since war get. Past poor cause practice human. Happy method culture want bed.
As economy real into interview.",Central,Ngaoundere,a2d417816c3859753d60c1280e23bd6586d14bc200b73098e314b91c9519f74f
16c28c57-b9c2-48df-a136-6d603afae2f1,f7fc80b1-b2bf-4364-ba93-cee533a1fee7,053d472e-7029-4cc1-9e30-6dde7aa74766,230.215.2778x7257,603-311-8303x5397,MMS,2020-07-12 03:27:21,Sabrina Pacheco,Casey Williams,Voice,Loss office option century. Lose government economic assume week company. Education build home something.,Littoral,Garoua,1d5cb8a70fe2993e1b4a872e95407d1cbd60f4853b6029b11b84d574e6d36df3
5e00f4b9-ca53-48aa-91e9-cdb7d4b9cc9a,cd447b27-69ad-44b4-992d-f5cd840811d2,a1e510b9-67a8-4906-bcdd-fdf7b8dd0a6e,990-844-5029,(609)866-8012x89906,SMS,2019-04-12 07:43:24,Timothy Cole,James Cunningham,Video,Become money professional share in. Under history image right east sell industry. Peace television assume entire certain democratic process person.,Littoral,Ngaoundere,fa0a6289413c94cffe79ae6375631aa9dfe1e1e1c5fcc83efd7aba9a636e0fe7
d514b09c-b9e0-4ea5-82ee-a9480d40e901,9915f261-5c3f-4149-9dc9-61932e09541d,46700bd7-7109-4b03-8bbe-a5016b87651a,682.475.7125,(935)772-2687x481,SMS,2022-09-27 17:44:19,Diana Watts,Matthew Walker,Video,Either professional half here. Perform town work road perform then. Would expert party red effect.,Adamaoua,Ebolowa,d7d1fd9b36f77e03b2418b4ece8ea2eed81b26f82a7ce2b2afe2bb144d8c121c
c65fc75b-920f-42d3-a18e-f02a32a5d6ad,78a8f2df-e58b-40b0-b86f-1aba8e4d6c9c,96b07154-8a35-47c9-88c9-2b5fb1b714ac,(898)517-0701x48572,(884)608-2802,SMS,2017-04-11 13:51:12,Tammy Ross,Thomas Hernandez,Video,"Audience treat mention their. Fill term something travel.
Also mention because especially production by involve. Attack glass important part.
Know huge billion training many history.",North,Limbe,43cbe932abdf8711bc7d82a9cbd15d235a1645c3519ecb17e49c4a40914eef1b
899e0baf-879b-4dfd-8325-aa2bef5b1c61,3184a7d0-bb4b-4e69-8841-1d5f84bddbcd,1e241ee9-9adb-4a0f-9fc9-b99d43d83015,(424)384-4066,953.642.8555,VoIP,2015-09-29 20:01:48,Gina Brown,Abigail Morgan,Text,"Rest center live fill them respond. Run culture issue evidence station forward camera I.
Security poor specific author open.",Southwest,Ngaoundere,d656b32f205d61270ba6e95aafc97bc7f4d8221cd28c4d0d3c2b8d76199ec485
9a104580-dbd7-4138-bdb6-76e1905a9728,662e63c4-9511-43c7-ad23-1ca216790994,bfcdb92f-8155-401e-b647-5534682620ae,536-846-1519x635,(904)383-9522,SMS,2017-10-09 14:35:56,Alyssa Davis,John Mccoy,Voice,Dog listen office wide there arm. Law bit investment meeting only interview drive. Summer use music well contain a.,Littoral,Buea,ece8594566db7574e232e8fe015f4d606764a66c93c7da95505cf7da96d61d75
70612e7b-16bd-4f7f-8861-255d6f487877,3c80079b-e18a-4017-991a-72eb1d9f8a9c,008c795d-3add-4053-b070-7b1eb5f2842d,712-721-9406,387-941-6431x3964,VoIP,2022-08-17 18:36:42,Jesus Welch,Tara English,Voice,"Technology most region television. Month rest assume road.
Ask hard draw view happy. Hear gun red partner appear son. Example push better nature.",North,Bafoussam,039d7832c25d83763d4547b293ec89c28753284c693c63d58689796ca28f0b51
b1489e74-0178-4ef4-a020-994a8b07bfca,aebdedcd-c1d2-4c20-95b3-fb97a8a6d5e0,9b5c0e32-d012-4ca9-8103-7e8f69c860fa,(242)625-2888x40913,707.333.3950x018,VoIP,2017-05-01 21:25:57,Joshua Robertson,Timothy Landry,Text,"Result marriage center major present. Learn approach use decide on. Beat green hair memory. Small traditional firm short present.
Opportunity leg image star Mrs speech gun arm.",South,Ebolowa,402af0a434e7e7fa144fd1c2675e229b8dd55a6b081e85863dd10dd3250b69ee
9eba908d-af2a-43e3-9dd8-66acb460e771,1031f9a4-9941-4b42-bdc1-3991d0c07ec5,bcb5bcc1-819a-4081-a2f5-ec2de7e85b3e,4359619724,(829)889-0487,MMS,2018-06-03 21:52:48,Michael Aguirre,Shannon Davidson,Text,"Step join wall south eat likely. Discussion campaign push. Quickly she star enter.
Degree discuss develop of yard practice star. Federal within student much pattern off left.",Adamaoua,Bertoua,a0abf1feeb9ff9660dc84a13c4996cc5ce061960e5f8adfed833fb10bae4de3f
9cb8979d-5f7a-4a50-a442-01f6dcb5f61f,693291d7-cb56-4cfd-8040-af8f7e7481cc,fe69d9bb-854b-4428-aed4-6e14dbeee516,(846)772-9147x4947,+1-978-570-7004,SMS,2023-04-11 18:57:26,Audrey Morales,Kristy Morris,Video,Something improve national audience. Free notice speech property difference ever agent increase. Through than bit expect.,Southwest,Ngaoundere,9e5f6f4874849927aaefaf37fa2d549d164e947cff7fdfb7b5d2df7f08f08c37
2ceddd16-d9b9-47d3-9d5a-bc485963ed47,a3614c6d-44df-457f-b4f8-4e16b40296f9,ed6a4ac8-b799-4e55-9e8d-78a8736e2ee3,615-720-6485x014,245-918-4649x0410,SMS,2022-10-16 11:48:43,Sarah Leon,Patricia Rodriguez,Image,"Middle country message whatever international agency program. Goal hope throw realize word whom. Four front vote know law.
Likely too wear last. Son home agreement over account friend rock.",Far North,Ebolowa,5c330f5057dd9e54c93833e052ae6ae550cca67583662ed0554a4a6b62d30a13
c98545ea-5016-4cb1-8021-b6f91362438e,eb5c2e1c-44cd-418e-8aca-9bb4a32fda35,153a228d-9e67-4560-933c-87c1ff9332f6,001-482-386-6520x132,487.794.2506,SMS,2024-09-06 14:36:49,Kyle Fisher,Jessica Pope,Voice,Paper few federal now general present south still. Number per claim author.,North,Ngaoundere,a4cc11b245f72dc8b3ca278512c7a3fa40d78e29c892a31e2bc87cd3cb6a88ac
4c6280fa-d42e-4a45-96c0-63f07ad2c20d,08a4e6eb-c91f-4ab0-8328-0464379f6886,4540576f-6ddf-4e1f-9561-9e51e9fe62ae,504-328-6009,(213)742-9304x84990,VoIP,2019-02-14 17:18:39,Sara Bailey,Michael Ward,Image,"Collection score arrive nor collection art size. Mouth five true new itself. Wind child administration participant.
Mind second I traditional black could. Someone make traditional.",West,Maroua,4643fcf0f4281e70574d75a835f1d8a1354735ddf690d590b75136463287a84b
6bccedff-31c3-417f-811e-73c59fb20be8,8cffb41d-9590-4010-bd5e-aa6929db04de,e4f88383-938d-4c7b-9e38-8470162a5a4c,+1-292-710-7842x716,+1-222-376-1362x377,SMS,2016-02-01 16:01:38,Richard Cannon,Mr. Alexander Sullivan DDS,Text,"Any what official travel other. Change return among give within.
Later ok bag student career. Appear raise place Democrat game. Including arm mean.",Northwest,Limbe,feae90cc1367c5c51803587bbb70267e18592e7720bca5049f79a5ae38f4ff68
9b8c70fb-4eba-46ae-8b7c-10ae49b63a3d,65131f8f-ce9f-40d5-a0a7-1daabb0ca859,fabfdc62-9a1d-420a-912c-69244cb82c69,606.653.6094x1420,(299)763-6559,VoIP,2022-10-14 22:21:37,Joshua Ryan,Jessica Hampton,Text,"Do ever whether name white. Add best control kind. Mrs themselves available situation road actually manager.
Thank plant effort per read husband almost. Well believe rule ability.",South,Bamenda,789a76bca1ab03aadbdf8c0165f89b5e2f4cf027a6454cdc5bfa43a69d2f1949
e4658483-49a0-4c68-86b2-b99552471ee6,5dedf83b-dd0b-44b1-9dbc-1ad32c9f2a52,2556be47-9df7-4fd6-8151-261b5c994404,(329)574-2906,001-407-833-7472,SMS,2024-11-09 01:38:41,Travis Ryan,Ryan Mills,Voice,"Score ok later such civil style. Include view system low prepare. Boy building idea cup.
Indeed name right east hand. Candidate soon medical style.",Southwest,Ngaoundere,8866b9de82ad1a219d2b8dfa36c9950874318ae741963cdc63348e7de0d324a3
0e137ca2-315c-4c07-8206-1546766a3e93,4cb82ee6-8aa8-44c7-bb1a-739e707b2da0,9727efc1-3ae9-466f-9ce4-efe4fec979b6,+1-838-509-0028,926-216-3584x4896,SMS,2015-09-26 02:44:33,Cynthia Henson,Keith Beasley,Text,"Civil nearly source no. Account billion become father rich attack grow.
Newspaper arrive fire partner deep receive.
Machine hotel raise program understand assume. Six boy candidate official call at.",Northwest,Bafoussam,290aaecf5fe58ab77d5997adc9eb18981ca35aeb27f2931e4e1352d210b43139
aa5488fd-a24b-4699-b4e1-d23a10bd42f6,81fce9f9-736e-433a-9868-8b12cd7a4cf5,7e120c9e-b04e-4438-a7d3-33ab5c92bbe1,(949)682-3510,567.638.0624,SMS,2017-06-13 03:47:19,Holly Ingram,Dawn Taylor,Video,"Special determine religious memory front. He yeah different lay hour. Fact event news girl green company likely.
Finish modern those field.",Northwest,Maroua,65c3d12c537344d8fde3458d1bbbfcd6f3322c35927977330a6f0885e5980fa9
53a1f6d3-3bd4-4833-abee-b69ba2df92c4,e1c72ebb-0f0f-461d-8f2a-ddf5c3853e4d,a4bc0deb-74ab-4489-96f2-c1e0890c4d8f,001-273-464-3210x9825,+1-205-576-2889x213,SMS,2017-03-15 22:08:21,Timothy Jones,Nicholas Torres,Video,Thousand own four measure strong after. Decision wife both federal color dog size. Ten by walk thus specific themselves.,Littoral,Maroua,e694516c4cfb625a1e4bdbfc73811ee0da342f111bdb1f500d4896002a9e8a53
d890fae7-3489-4080-9ef2-c4b3057894a1,4a063635-28df-4fa7-adf9-94c93151f358,2777fc78-b19c-416f-8ad4-90d9f8696044,001-896-852-9774,444-242-2559x40714,VoIP,2017-12-07 18:10:18,Kim Thompson,Frederick Simmons,Voice,Attorney run against computer source success family somebody. Eight thousand ability trouble.,East,Bertoua,212912e091813fbdb6cb22612cead8391c05c55bddfa3f377c650586d93491f7
6798567d-c596-4bb7-b32f-b80d9b916d6e,536c42f5-d531-4454-b5bf-751d2a1447df,ca3753c1-9a40-4726-8fa1-43f05f7cf19c,(948)613-8320x428,468-578-5805x484,VoIP,2022-01-25 17:29:20,Tiffany Robertson,Nicole Howard,Image,"Woman bill serious newspaper.
Grow his who race hospital shoulder instead. Kid begin husband feeling base place agent ever. Threat simply we suffer investment vote.",Littoral,Douala,3a532eba1634c37af70fb303796ddee57863f6a7859eadb8cce0ed3205eafbc9
86d6dc3d-43f0-4d55-a610-42557c08b1ce,d4feedf0-264a-4932-a3d5-bdaa08f2bc78,0767a8ee-9d32-4956-8ff0-ce5da9702db6,703-695-3414,+1-506-256-4066x10751,SMS,2024-02-15 06:39:37,Rachel Garza,Ryan May,Text,"Offer bar western miss. Reality line style point. Possible college speak center free.
Popular age room challenge culture wide. Movie hear glass why yourself soon.
Top people PM office.",South,Ebolowa,8d99a57889e5fad9c2b6e343ecd3e9f6943b03967f7f88e657aea027b9c21a5e
50d40935-7212-4eac-bda5-74e115b320e4,c6b8571f-c715-4033-ac24-4e24948c800d,f5ae002f-482d-4a39-91e0-7ebfcbb19cae,001-662-778-7769x42605,564-351-2981x45949,VoIP,2022-03-28 14:53:30,Adam Kemp,Holly Lee,Image,Heart who story indicate my author. Development author give finish. Worry question serve keep smile somebody fast. Situation south level expert figure matter.,Central,Ebolowa,f3e69f5ac837232a25ea3690763d19293126046ebb00d1b90688cec5232949f2
9105fee1-8ef0-416f-b39b-ac5d2f5241f8,393d5ad5-bf0f-447f-8957-421c69481f0d,84208dbb-c916-4a27-84fa-d99231bc56d9,(693)798-3604x0011,(393)211-5519,SMS,2018-07-17 03:53:45,Stephanie Shah,Norman Wilson,Video,"Radio expect bad Democrat very thousand box former. Tax though choose music world.
Find use big suggest brother apply. Food road whatever image eight leave before trouble.",Adamaoua,Bertoua,40df5046d03c60c0f8b5d114af1ca545375e8804de7410f26fbbb2cf1a5fc4dc
4bc24ce0-b094-4e1e-b9dc-ec3598d96e78,426959ce-3b46-44b4-af7a-1f4ec2670099,d7a4e428-ced8-49b0-be09-7719b45b3ae0,6263587263,001-588-461-2229x26273,SMS,2016-06-04 23:57:23,Shawn Torres,Heather Sanders,Image,"Pm place safe city pressure. Within war likely treatment in hot people. Heavy here population home gun necessary.
Out special young crime girl.",Littoral,Buea,871f98243eb0bfa6120d030462612d49c599eb5a6b77560871a13d436c0de532
efa8a2a9-2ac9-40d6-bf90-5e959cb9b7e5,0d340833-e6db-4193-9b6f-859abede1230,82c5b305-ceea-43c8-8300-7260bf548dc7,+1-732-343-7297,387-243-3558,MMS,2020-05-18 18:03:30,Gabriella Franklin,Debbie Atkinson,Video,"Guess service cover success develop particular. Well baby discuss.
Next eye message him. Generation international left against state talk deal. Product under crime design whose we enough.",Central,Garoua,72d175af1004ef4e8a86c135b905bafbf1bc2817fb73b9ee0abc5cb280abc40d
