Call_ID,Call_Duration,Receiver_Num,Sender_Num,Call_Start_time,Call_End_Time,Duration,Date_Time,Subscriber_ID,Call_Status,Ongoing_Call_Status,Call_Type,Platform_Name,Region,City,Date_Time_Foreign_ID
ab979805-dc8a-4c7f-950e-a6d766c290dc,2847,260-554-3003x78754,(931)411-4839,2022-04-21 10:14:23,2022-04-21 11:08:19,3236.0,2022-04-21 10:14:23,cddd6ac9-d4ef-4cf1-a817-e77aeeee5a2b,Failed,False,Incoming,Messenger,Central,Bamenda,4501a0f829140b329dcd5166972103df6845ac58074236945af7895dffd3c241
c098f67d-bd18-4e64-b7cb-0acd6f7f4c7e,682,+1-586-585-0157x7135,3567404529,2017-04-01 00:50:04,2017-04-01 01:28:43,2319.0,2017-04-01 00:50:04,a3ae3ff8-9a03-46d7-8d44-a6ebde7d6849,Failed,True,Missed,Discord,East,Garoua,edaccc278c1bb3ea44b2d0395fa03e3ee00d9df175feb92131832123e83cce23
a58ec4a2-97a3-4337-ad8b-c848738c03ad,1246,779.516.1053,001-634-823-5657x6689,2023-11-05 14:30:34,2023-11-05 15:26:21,3347.0,2023-11-05 14:30:34,f6fba633-fea2-42ca-bcae-5480efca48ee,Failed,True,Incoming,WhatsApp,East,Maroua,3bd8bdb9d67be959eaaf9e5578064d35261edfb278bdb276778d13021f92de51
c67c4583-2d50-48d4-9850-06aa3ecacf72,1737,235.803.7414x58272,619.566.9647x58140,2015-11-15 14:26:36,2015-11-15 15:26:27,3591.0,2015-11-15 14:26:36,3b67a143-8062-4360-b39a-2b2e9d7bc604,Failed,False,Incoming,WhatsApp,Far North,Ngaoundere,3546b9aa726b56f2b5fff348f2d870f8e69e2d2e1b2f4e5a55645abbcfe97197
29387ee1-db9a-40b9-925a-f6ea199fab01,2880,544.921.0115,369.555.5268x3991,2022-11-02 17:34:23,2022-11-02 18:15:18,2455.0,2022-11-02 17:34:23,ddb66fa1-e8c3-479c-8993-8540a4b2a0a6,Failed,True,Outgoing,Messenger,Southwest,Yaounde,8a351751846bcd8cd3845e7c92dece89393730ba51d61e6c6b012513df14b05c
a755619a-aac4-49d6-ae39-4156bd68e10c,1227,538-260-2603x559,257-797-9665x078,2016-11-07 09:44:05,2016-11-07 09:46:30,145.0,2016-11-07 09:44:05,b703b5ed-11ed-4b9f-88ed-8907f799fc9c,Failed,False,Incoming,WhatsApp,Adamaoua,Douala,4ac3d798669ddc05088d7a6de1bbf979a38213e6dc31a05adad447787626e10e
c8b0a021-21db-4ffb-86c6-13fa006c61a6,2262,(526)300-9100,462.839.3374x6172,2024-12-09 21:45:51,2024-12-09 21:49:18,207.0,2024-12-09 21:45:51,9ee9db12-1908-43f7-bd84-9eb603031a24,Failed,False,Incoming,WhatsApp,South,Ebolowa,5916206804b317ce63e0c7a3db0ed3bd4ae913f7686e96d1128b74771cf99717
47d04537-6855-4cd7-b135-c6174416c961,2436,222.569.3313x71310,001-464-255-7503,2024-04-29 11:06:19,2024-04-29 11:18:10,711.0,2024-04-29 11:06:19,a99f7540-cd60-4dd2-9d68-c8c47cdc27c8,Failed,False,Missed,Discord,Adamaoua,Bamenda,8b1e2bff6edfa0aa4f44b46414e75f6791a4a444832bd741c99bf4f4f53a8e9b
d3405f0d-040f-4067-a707-bbdb89bc4fde,496,851-253-1343,001-634-429-3227x9603,2020-11-25 17:18:41,2020-11-25 17:54:07,2126.0,2020-11-25 17:18:41,fa4a0dbc-a1e4-4eeb-8f95-db42ea261b93,Failed,False,Outgoing,WhatsApp,East,Douala,cbc7a57fd0fa5ad1591de02c1609b66b87e20dc6263b10932d3ff626af694bc5
a3f6c85f-be62-4f60-8cd5-7fd9d22b2162,3008,517-713-9606x7359,001-360-297-3054x8453,2018-03-23 19:05:46,2018-03-23 19:25:41,1195.0,2018-03-23 19:05:46,1e72a6bf-18f1-4149-8746-c4b583bf5490,Completed,False,Incoming,Discord,Northwest,Garoua,7424e03e41fc52a68bdedd7266530df8b5e4751588474a45584bf2363c08279c
99a870d7-061c-429e-acfc-93a21ddcbf2b,1467,2346602713,472-702-9589,2018-04-29 07:52:21,2018-04-29 08:18:43,1582.0,2018-04-29 07:52:21,ae00cfe0-aea6-4695-b360-bb169d93cedd,Completed,True,Missed,WhatsApp,Littoral,Bamenda,dcfe2baa339c2fd1ee4f95139da14c60902e6b851e8b1260919fc9c3c9249a82
44ec06f1-5e13-409d-a57a-692887035005,1230,001-881-370-4458x79033,298.847.9848x4128,2015-10-12 12:51:42,2015-10-12 13:03:36,714.0,2015-10-12 12:51:42,ed0167c8-9a70-4505-99ba-f7325280e8a1,Failed,False,Missed,Discord,East,Ebolowa,c19ce407015d7adace990d261a09c92d4d3be25cffadf91c7a9b44ec6f7ff44b
0fb893c2-e390-4c13-b82e-c14081e82824,1070,3989801600,001-258-678-6619,2019-05-10 12:03:38,2019-05-10 12:40:36,2218.0,2019-05-10 12:03:38,14dd2bda-34f9-4031-9e2c-ef8e93cae155,Completed,True,Outgoing,WhatsApp,South,Ngaoundere,fe93135d1080a6b2460a53bebb534f57dce44e7972c28d09fac8b3ca5debc429
1a9f9fcb-1110-457a-aa0a-afe0d9d9d417,1491,6473793619,972.620.6633x9029,2015-09-08 15:52:36,2015-09-08 16:08:45,969.0,2015-09-08 15:52:36,ee5f26d0-b3ba-410f-9d1c-699acb7f972a,Completed,True,Incoming,Messenger,South,Bamenda,2e26881f47bd73217d5ff0b6ba9bc364dee038d28d26cd3fdec6941ef00e7ee3
46f8960a-8f3d-4185-8bfe-02ab5fd4aef0,2320,+1-654-229-2625x047,(647)200-9076x9104,2017-08-17 12:39:34,2017-08-17 13:14:49,2115.0,2017-08-17 12:39:34,2fdd4edd-f2e2-4c67-9b71-7f091571b7ca,Completed,False,Missed,Discord,East,Bertoua,9a16b52b452a1ed131b785fe240bd6d653a7b34dc714703cfe600fb0a1b42097
ff09a967-d467-4679-8fe6-e0ad1b25874a,1750,3209596796,+1-806-978-3329,2023-04-12 21:15:03,2023-04-12 21:35:05,1202.0,2023-04-12 21:15:03,22e9c635-e988-4417-99f6-eaaa0205390a,Failed,True,Incoming,Messenger,Littoral,Maroua,ec332852035580f0c60b4ad9212a62367508330d318e93b567b6a024d860dc7e
297b74a5-4363-4e36-b7c7-02c0adc102e9,1627,001-345-739-6049,4084534611,2017-08-30 01:12:58,2017-08-30 02:03:04,3006.0,2017-08-30 01:12:58,a048f985-5d10-401f-9215-90587b818959,Failed,True,Incoming,WhatsApp,Adamaoua,Buea,8f097553ab67799f23be6476d47bf012799f5c1aea70810d0d802b6faa8cbf8e
84b67d2f-f159-4270-adcf-cdcc968e2d7d,3505,(890)452-9744x040,+1-658-763-2984x4357,2023-01-29 20:06:19,2023-01-29 20:28:46,1347.0,2023-01-29 20:06:19,fc9db3b7-d752-455e-bdf4-75020c2f31b9,Completed,True,Outgoing,Messenger,West,Ebolowa,ee797f36498bc54908073754fe99097c1af8e513e33a1646109f8c3b63ad2cef
f95cb020-638d-44f4-be2f-beba973d614b,794,9858544817,001-831-451-7798x2505,2023-11-07 23:17:34,2023-11-07 23:21:08,214.0,2023-11-07 23:17:34,2ea56395-42fb-4faa-9e03-7518748dc2c2,Completed,True,Incoming,Messenger,South,Bafoussam,bfed91776a367e30a91858ee47307c7996b1534098b0fce8b0d6883b9a305f73
ecf128ed-666e-4e97-84b2-3e80e29f4feb,1942,272-541-2029x72611,936.582.2689,2024-11-14 21:14:11,2024-11-14 21:35:40,1289.0,2024-11-14 21:14:11,43bd5ece-5d9b-4e49-a6fe-9489a5cc7490,Failed,False,Incoming,Discord,Central,Yaounde,80ecf0718782c775bf3c35578fd22152eb0d31947c2ff6ab92212eb163e0baa0
a4a351f3-3871-4f84-acda-5771eca30a1b,3147,001-323-802-0170,471-702-3512,2022-03-09 17:42:08,2022-03-09 18:01:17,1149.0,2022-03-09 17:42:08,6c15b219-c25c-499a-8c10-772da07a534c,Completed,False,Incoming,WhatsApp,Littoral,Yaounde,f93379e3334008d8d1c48ba5134bc65a108537cff59de8999fa85328c2f647ec
9c8269e2-3a10-4ef5-9f34-7198b8238f01,3475,487.422.8463,001-469-801-4569,2017-09-13 18:11:12,2017-09-13 18:15:58,286.0,2017-09-13 18:11:12,a18e2df7-6946-41bc-8da4-d8bad5e389cb,Completed,False,Missed,WhatsApp,South,Ngaoundere,42eb6c81c726565642eece53ca75bdbaf81634df8e3719c8c31309203ab9dee3
39f5d82d-5f53-4b2c-b725-f02aee3f0ef7,621,747.418.3248x440,297.328.8553,2017-10-23 11:09:07,2017-10-23 11:42:37,2010.0,2017-10-23 11:09:07,e1f51986-83b3-4163-a840-85c38ac914f9,Completed,False,Outgoing,WhatsApp,Southwest,Limbe,1317ccc1b311c081677c5c071533ca4acec6b9bda6d6236836577aad1e664dc1
c7a1ec06-dda8-4e03-9b3c-53e38098791c,1686,001-660-939-0291x404,001-872-699-3561x43088,2018-07-23 22:59:06,2018-07-23 23:29:01,1795.0,2018-07-23 22:59:06,161b8c64-fcc5-4e70-a6de-c6c36d1a8e66,Completed,True,Incoming,Messenger,Southwest,Bamenda,54697b6d312cb9bcb93fa77e161e72748d7efdb1a95060c4d30c56f2ba72b294
c2367e59-c798-4502-bed3-2a2499abf941,2429,691-846-4055,548-618-7109x6820,2022-10-21 04:46:06,2022-10-21 05:28:12,2526.0,2022-10-21 04:46:06,bf937e04-c8fc-4fdb-9259-aee27e99235a,Failed,False,Incoming,WhatsApp,Adamaoua,Maroua,b04a0c69a7b52ddb40d7bc935b5de8a93be1dadb6e6a7e4a3f7b724576f722b6
342dd5b2-b2a5-4cfa-858c-2fd8fdaaccc2,1916,001-973-373-7042x0753,706-968-9836x63138,2016-02-23 13:12:44,2016-02-23 13:59:30,2806.0,2016-02-23 13:12:44,b6f67da4-a871-439b-b9f6-d68d11d8330f,Completed,False,Outgoing,WhatsApp,Adamaoua,Ebolowa,20a55b719669479a7d08df195cf7b1f3919b48bbf10f04631c13ca1b4d83c676
eafa2c8a-409e-4366-a9e5-2291c5961d15,2224,+1-677-272-2027x851,001-432-845-1273x07067,2015-06-29 08:14:26,2015-06-29 08:30:57,991.0,2015-06-29 08:14:26,62488d1c-ca45-45bb-bd69-bb594dee73e9,Completed,True,Missed,Messenger,West,Bafoussam,af71de1f502440b988f89080553dc1c1cafd3d80864c87e0ce699b0babea5492
e3fdfc5f-6e1e-4fb1-9ca8-88a23e2a63d3,693,+1-639-666-7138x530,001-852-322-4488x882,2021-10-14 02:18:46,2021-10-14 03:09:02,3016.0,2021-10-14 02:18:46,0b73214c-42fd-40f3-8a6e-24b5131ac581,Completed,False,Outgoing,Discord,North,Bafoussam,967148092bb69ed8199ac5b7b1446c6737689ee007a804e40b79da0d9c4eee29
074c25d6-f8c2-4f82-af8d-a99aa0bd9d2f,1055,4239286262,944-271-6303x1306,2023-04-06 00:52:16,2023-04-06 01:16:34,1458.0,2023-04-06 00:52:16,799ca05c-5d72-433a-8b1a-86062e987993,Completed,True,Outgoing,Discord,Southwest,Bamenda,7b074cb44c86e214bcdcc30b07d14e47a89e07424d778e968b6d8178bd5f43aa
8aa03e53-7584-473c-9291-fd143786096a,2098,754-667-6068x59503,+1-871-655-8597x84810,2019-01-23 05:51:17,2019-01-23 06:33:34,2537.0,2019-01-23 05:51:17,6fd341e1-920c-485e-9814-b68e4e41e214,Failed,True,Outgoing,Messenger,Central,Douala,0ea596a91984f16836ac6cfd9958e52d6148ab3aac89cffda36b38e58f6a913c
a0fd913b-8ff5-4af8-9dd4-269a70074bdc,1869,001-941-731-2900x3004,656-246-0047,2022-01-28 08:22:12,2022-01-28 08:51:16,1744.0,2022-01-28 08:22:12,a4a87a8c-a418-4e65-99c7-3b6795567f43,Completed,False,Incoming,Discord,West,Bamenda,1a31906b9d48223d440e07e8ffbd507df8ca14cd9a0c1a0699d7c238b9930159
94a350f6-3491-4608-984c-d192d593a1bc,1485,656.495.5462,2179348481,2023-04-28 22:49:59,2023-04-28 23:31:38,2499.0,2023-04-28 22:49:59,65e52c09-c9a9-4932-b2a9-8ce22d79ecb6,Failed,True,Missed,Messenger,Northwest,Bamenda,a7d34c5f31880954459a296f03731fb0765897992e0c830e004379fa03c650e8
71ab28ff-3119-49b6-863e-3e800c5858b7,127,978.512.7523,776-868-2365,2022-04-21 01:46:44,2022-04-21 02:18:22,1898.0,2022-04-21 01:46:44,bab61ffa-854e-41fa-a3ae-707e12580ae8,Failed,False,Incoming,WhatsApp,South,Yaounde,813a716d7fb93b4d62c9ec27204200fdc560ece492b165eca78cec2721b2478a
bbfa596a-55cc-498e-834f-30d23b62f9c9,1099,838.962.0010,001-575-380-9501x3612,2015-07-27 12:33:48,2015-07-27 13:08:51,2103.0,2015-07-27 12:33:48,723b84c2-1c34-4369-a80e-947abaa29764,Completed,True,Incoming,Discord,North,Yaounde,597fbbae45f108dc75f83d2745281ab9d8168c5e1fa9dbdfe650c4ab548a838a
65cfba5c-593f-478e-aa78-8ccf842fb56e,341,(636)499-5054x2722,001-210-646-7670x5278,2016-04-23 17:10:32,2016-04-23 17:44:17,2025.0,2016-04-23 17:10:32,a3d3f224-452e-460a-a6f5-d85a7e60d3f6,Completed,False,Incoming,WhatsApp,South,Yaounde,7b21081ea0dc1ba4a508ced92132b0d294822ca26d8010dc680778cd5d704390
be3fe8a2-77e6-4089-a8e4-dcc545bb7096,726,866.964.0916x012,+1-821-794-8008x2862,2024-08-01 20:43:55,2024-08-01 21:25:35,2500.0,2024-08-01 20:43:55,8208a090-d1b6-4c45-a2e6-ef09816406ca,Failed,True,Outgoing,Messenger,Central,Maroua,6547165c0fa7d0df1b68c7751398cc6f166d02b388d10d090f69d0bebfc0a3c7
c8bac720-0df3-429b-80df-22d660ebbda8,3375,(557)829-2499x736,001-963-988-8893x96895,2019-07-08 12:32:22,2019-07-08 13:18:38,2776.0,2019-07-08 12:32:22,f0301441-8315-4cde-8e2b-dc362f2b94f0,Failed,True,Incoming,WhatsApp,Southwest,Garoua,4be17131bacca39b0ad9b1ccbcdf59e20c22552fbaa9bf7bd7ac811e614275d8
978a4368-14f4-49a3-8d73-42784f148568,15,+1-934-842-8042,298-542-2395,2021-01-29 14:44:57,2021-01-29 15:26:34,2497.0,2021-01-29 14:44:57,380e741e-33a1-49f6-bfa6-b35673b851de,Failed,False,Incoming,Discord,Far North,Ngaoundere,e8941ef94088be56c2defbeefcf432c0e2fff31309e46d051b280d2d57d68b44
498c7599-dfde-411c-aa26-51d8c4348132,561,380-431-1439x09552,723-931-8708x48694,2024-03-17 11:39:43,2024-03-17 11:57:00,1037.0,2024-03-17 11:39:43,1d36bbcb-e98b-4566-b389-74d88a2caca7,Completed,True,Incoming,WhatsApp,Southwest,Bertoua,9182894141d192ffe43511b5008dbdb91ce068f7cb5e16aa87a6a4b60b7ad7e6
baf6652e-a179-410d-888a-3f06ca31fd68,2193,+1-474-358-7084,(557)542-1593x39360,2017-04-24 21:16:04,2017-04-24 21:44:56,1732.0,2017-04-24 21:16:04,45097940-c4ab-4190-9d73-3069df60e6ff,Failed,True,Missed,Messenger,South,Garoua,bce022d068602006aab56162025acb0885cd2508d0c700ec83d212442ebcf914
0388bb87-df2c-41e8-b806-e878ebfbf70f,1901,001-324-454-9505x79806,514-963-1631,2017-06-22 04:54:01,2017-06-22 04:55:08,67.0,2017-06-22 04:54:01,54cc96e2-96d5-4f4b-b3b0-7c19c6d42fe9,Failed,False,Missed,WhatsApp,Northwest,Yaounde,dc69c1548904909fc565ad510c469057468886d0077a8ebdb1e1d8fd30ab8622
12d9afab-8c35-4465-a4e3-35af0b2ebad7,3418,5306561853,+1-841-800-5665x08087,2019-06-09 14:10:37,2019-06-09 14:19:02,505.0,2019-06-09 14:10:37,a05147bb-97eb-418d-adac-b54ac8fa3a67,Failed,True,Outgoing,Messenger,Northwest,Ebolowa,4d65f854da4c48be13dfe1d97f6337d773090ec35ab24ac5f29a4de22257985d
4aefb282-42bc-4113-af78-0f4ab9bbf9b1,2539,406-430-2625,734-570-9733x154,2024-02-11 21:37:09,2024-02-11 21:41:49,280.0,2024-02-11 21:37:09,3c0702e9-512c-4ec4-a173-c7c8f1770f15,Completed,True,Missed,WhatsApp,West,Yaounde,9a583847d4e13c2adebe3e93c38b0955ba1b0d658be21ad5f0f398ad96b36112
57bf4ae9-c425-4d8c-bda6-c572297a69ad,3388,+1-331-624-7706x43551,+1-578-325-9393,2017-12-06 04:40:30,2017-12-06 05:29:53,2963.0,2017-12-06 04:40:30,2e61ceba-58a6-4eab-9da3-ec88f5ce8206,Failed,True,Missed,Messenger,South,Douala,53545c651180a377e95002fc96719844f4fe341d8a4c16258da8f9608d568dc6
0f556a7e-105a-458c-880e-a1e6065bb198,151,001-915-426-8865x083,262.596.8480x44331,2020-06-08 04:50:24,2020-06-08 05:44:20,3236.0,2020-06-08 04:50:24,e42ef033-ebb5-4938-951a-36f3b79e47fd,Completed,True,Incoming,WhatsApp,Far North,Ngaoundere,38f62480851966fe3ecc43b3b890c1e535dfdf6579a7ac62accf74265ee3f701
aa8febd2-9744-40d0-8dcb-864988aa006a,702,(800)368-3322x478,001-839-749-9128,2016-05-28 05:48:57,2016-05-28 05:53:19,262.0,2016-05-28 05:48:57,80b201f1-7b0f-4a89-a1ed-81fbbd933dad,Failed,False,Missed,Messenger,North,Douala,f8f91184cb25763c1cb2374c5e3ef5be3704536e6a092e9cf194fe0563b4ae2f
fbe25247-3085-43d8-a527-b0280e1ad921,3286,6132993557,8949092613,2018-04-27 02:44:11,2018-04-27 02:51:50,459.0,2018-04-27 02:44:11,a3183473-beac-48e9-bae6-f723367c8524,Failed,True,Missed,Discord,West,Yaounde,a0d4bd1ebc020a83e1039ce31bf052d5353e1b7679eab272aa9f891ab080d104
25e7b24f-1bd2-4a0c-aaa2-d1edf6ec4916,2556,505.269.6803x85080,990-877-0703,2023-09-24 15:28:14,2023-09-24 16:10:46,2552.0,2023-09-24 15:28:14,62a2f0fc-31c7-4fd0-99b7-b6dd41100a8a,Completed,False,Outgoing,WhatsApp,South,Maroua,1881cdfa935624628eb65beacaffae3cc40703321567dc3e56e0120325cf5b42
7e496a7e-5dca-4e2c-a647-c538a66dec9b,1158,213-494-7998x6384,389-662-6224x79573,2020-08-13 19:56:52,2020-08-13 20:08:55,723.0,2020-08-13 19:56:52,038ae1bb-1991-4433-a313-d14e10326fe1,Failed,False,Outgoing,WhatsApp,Central,Garoua,54ea7f4ecd49e0b587a19f7fb8c036b68028b59f0e8f9e9a7d4b7aa754eea2ab
6cdef053-da4a-412a-a68a-bd02fec4c74a,2256,9998127235,277-776-8945x0734,2015-04-19 06:58:32,2015-04-19 07:01:00,148.0,2015-04-19 06:58:32,3c4a976e-82f4-4b5c-a37c-76ab88480c54,Completed,True,Outgoing,Messenger,West,Yaounde,0bdc59889334de2b15be9efe97dc840e8e3abae2e5a27189885937f9b211cbaf
ab838fa9-73f5-477b-8787-ba79ad3de402,336,(653)732-3100,+1-721-305-8333,2017-05-31 17:47:18,2017-05-31 18:21:04,2026.0,2017-05-31 17:47:18,925afc1a-2bcd-4df6-9524-76c7f6bfecae,Completed,True,Incoming,Discord,East,Ngaoundere,8d4522e7bc536d2f65e3099a664aeec1e575035bdc32dffcaccca785d129a321
5201f4e0-44da-4d5b-b1e8-4ff6b548d574,1263,854.946.5226x4560,001-885-845-5566x156,2022-04-28 10:13:53,2022-04-28 10:49:35,2142.0,2022-04-28 10:13:53,dc20e9c4-6ac6-46ee-9ea0-e87e288462f2,Completed,True,Missed,WhatsApp,West,Bamenda,fbec3b530687e741528e59d7bdc5cac8334ad82615addf16228ef7378fd2217d
5f0b5401-aa12-4c2e-a810-6a269f5916f5,649,+1-660-288-5999,564.834.8341x4968,2016-10-06 23:30:51,2016-10-06 23:46:23,932.0,2016-10-06 23:30:51,eca48f9b-bf25-4d98-bcd5-d7b91df72f15,Completed,False,Outgoing,Messenger,Far North,Maroua,b235223bd37d3d35fd2dd273995c5b919661d50568f815d9187dedd20a55f124
84718f38-1623-4f0f-b573-3881bf93479e,2186,(915)409-7862x41951,493-559-6248,2016-06-06 18:27:01,2016-06-06 18:59:30,1949.0,2016-06-06 18:27:01,bf23c38a-b51b-4911-982e-e9aaaaeda804,Completed,True,Outgoing,Discord,Far North,Bertoua,073f95c021fe1b54540269981a8a53aaaa0d76ac78c7454a5f042f98338e9677
5574883a-0f26-4dd8-bf00-91d9a8ac5a55,277,(652)774-9399x62623,2707731600,2015-07-06 14:35:52,2015-07-06 15:20:26,2674.0,2015-07-06 14:35:52,e1e76783-d837-4f3d-8a6b-3c78777b1fe1,Completed,False,Outgoing,Messenger,West,Yaounde,ca3a754fd9fc26c84182715511ef7c39f7e72d36668c4733804f6448ec3ce843
ed1ea2cc-a8e5-4cd0-80a0-b31ad8945487,317,(829)392-0203x39182,650-405-2636x58285,2017-11-22 22:36:52,2017-11-22 22:37:54,62.0,2017-11-22 22:36:52,0918fe17-34f2-4022-bc2e-7515c3da9184,Failed,True,Incoming,Discord,Adamaoua,Bertoua,f876d6b8f5dbcfb6f0e8c3f3220a17d1f48e0f18895ae49b1e308403d2a3cc62
43147d6a-5932-42ba-997f-c1120c12b6e5,573,+1-339-457-2399x2194,481.527.6729x3707,2019-05-07 10:50:23,2019-05-07 10:55:36,313.0,2019-05-07 10:50:23,912cd9fb-92da-4889-bf64-afc793fd2ba2,Failed,True,Missed,Discord,East,Bamenda,e38ce42111108c7fe8bd27727d4df6b160aff63d02e39ba600f5d1f4334b2319
7e7d58f4-d374-4e12-9d85-69733f2f6af1,22,7325061126,(848)535-2335,2016-10-21 22:00:55,2016-10-21 22:01:55,60.0,2016-10-21 22:00:55,eb98bf74-3a5b-4c9c-95a7-45abe3da2afb,Completed,True,Outgoing,Discord,Northwest,Bamenda,6765fc8e973044a756315ff9a5342e5b1896900b5f6c77a8410f1b1efac339f9
724ac13f-f1fb-4781-8157-ca1e15002712,3238,762.496.7017x2757,(329)388-1686x14062,2022-12-01 13:14:52,2022-12-01 13:37:27,1355.0,2022-12-01 13:14:52,a9fad4d8-0213-4fde-a03a-34adb9f76b85,Failed,False,Missed,Discord,Northwest,Maroua,cce16f2e4bad628ced03858fa5e57c0c3891c337de0ef34edc3218fbadb99835
a581cc23-c4b7-440c-bf20-bef8f7f43cb2,1622,(544)762-2293,+1-484-416-5747x63437,2023-07-06 05:56:42,2023-07-06 06:32:54,2172.0,2023-07-06 05:56:42,f17e0d58-29e1-463a-ac8c-b3f4f9103dda,Completed,True,Incoming,Discord,Central,Ngaoundere,6bf498fed9a4874e821928c1b511b233a92b22fd57fef67c9bac6314b97b18f0
a94598a0-1428-4b6a-97f9-b3f52d45e23b,1316,+1-839-660-4352x536,(798)543-8629x034,2021-09-22 03:04:35,2021-09-22 03:17:26,771.0,2021-09-22 03:04:35,0ada47ba-8154-4826-af8e-7586f0e85303,Completed,False,Missed,WhatsApp,Southwest,Buea,ab47b63d899717225715ab2da10692d7b798e5a4d11380b7343e05236d391356
ea884930-923d-4809-bee7-04425329d07c,1417,+1-996-525-5476x38386,3826185018,2021-09-20 12:04:01,2021-09-20 12:35:26,1885.0,2021-09-20 12:04:01,a0f59375-a598-496e-b9a3-9baf8ca0e168,Failed,False,Missed,Messenger,Adamaoua,Ebolowa,112430b440bd56c6eb1b7ece9eb47f18382f94d6f4bc68ec150f1e8d3ef0aa58
29f04fab-4d43-4a64-81e5-c166f2383bd4,2974,(499)598-8625x62820,001-807-775-6824,2018-03-09 07:20:48,2018-03-09 07:53:18,1950.0,2018-03-09 07:20:48,a1f45bbf-640f-40d3-a3b1-23df7487cc0e,Failed,False,Outgoing,Discord,West,Yaounde,a9816d4ffb7cfe0d19e7e1a9c98592c22075855a131af42b823b510de8875a28
